"CODIGO","NOMBRE","CODIGO LOCALIDAD","LOCALIDAD","CODIGO UPZ","UPZ"
"001101","LAS BRISAS","4","SAN CRISTÓBAL","33","SOSIEGO"
"001102","BUENOS AIRES","4","SAN CRISTÓBAL","33","SOSIEGO"
"001103","VITELMA","4","SAN CRISTÓBAL","32","SAN BLAS"
"001106","SAN BLAS","4","SAN CRISTÓBAL","32","SAN BLAS"
"001107","LAS MERCEDES","4","SAN CRISTÓBAL","32","SAN BLAS"
"001108","SAN CRISTOBAL SUR","4","SAN CRISTÓBAL","32","SAN BLAS"
"001109","LA MARIA","4","SAN CRISTÓBAL","33","SOSIEGO"
"001110","SAN JAVIER","4","SAN CRISTÓBAL","33","SOSIEGO"
"001111","SANTA ANA SUR","4","SAN CRISTÓBAL","33","SOSIEGO"
"001112","PRIMERO DE MAYO","4","SAN CRISTÓBAL","33","SOSIEGO"
"001113","SAN BLAS II","4","SAN CRISTÓBAL","32","SAN BLAS"
"001114","VELODROMO","4","SAN CRISTÓBAL","33","SOSIEGO"
"001115","MONTE CARLO","4","SAN CRISTÓBAL","32","SAN BLAS"
"001116","TIBAQUE URBANO","4","SAN CRISTÓBAL","32","SAN BLAS"
"001201","SEVILLA","15","ANTONIO NARIÑO","35","CIUDAD JARDIN"
"001202","CIUDAD BERNA","15","ANTONIO NARIÑO","35","CIUDAD JARDIN"
"001203","CARACAS","15","ANTONIO NARIÑO","35","CIUDAD JARDIN"
"001204","CIUDAD JARDIN SUR","15","ANTONIO NARIÑO","35","CIUDAD JARDIN"
"001205","SOCIEGO","4","SAN CRISTÓBAL","33","SOSIEGO"
"001206","QUINTA RAMOS","4","SAN CRISTÓBAL","33","SOSIEGO"
"001207","NARINO SUR","4","SAN CRISTÓBAL","33","SOSIEGO"
"001208","LA HORTUA","15","ANTONIO NARIÑO","35","CIUDAD JARDIN"
"001209","MODELO SUR","4","SAN CRISTÓBAL","33","SOSIEGO"
"001210","CALVO SUR","4","SAN CRISTÓBAL","33","SOSIEGO"
"001211","POLICARPA","15","ANTONIO NARIÑO","35","CIUDAD JARDIN"
"001301","GRANADA SUR","4","SAN CRISTÓBAL","34","20 DE JULIO"
"001302","MONTEBELLO","4","SAN CRISTÓBAL","34","20 DE JULIO"
"001303","CORDOBA","4","SAN CRISTÓBAL","34","20 DE JULIO"
"001304","BELLO HORIZONTE","4","SAN CRISTÓBAL","34","20 DE JULIO"
"001305","ATENAS","4","SAN CRISTÓBAL","34","20 DE JULIO"
"001306","SAN PEDRO","4","SAN CRISTÓBAL","32","SAN BLAS"
"001307","RAMAJAL","4","SAN CRISTÓBAL","32","SAN BLAS"
"001308","SANTA INES SUR","4","SAN CRISTÓBAL","32","SAN BLAS"
"001309","SAN VICENTE","4","SAN CRISTÓBAL","32","SAN BLAS"
"001310","LA VICTORIA","4","SAN CRISTÓBAL","50","LA GLORIA"
"001311","LA GLORIA OCCIDENTAL","4","SAN CRISTÓBAL","50","LA GLORIA"
"001312","LOS ALPES","4","SAN CRISTÓBAL","32","SAN BLAS"
"001313","BELLAVISTA SUR","4","SAN CRISTÓBAL","32","SAN BLAS"
"001314","SAN JOSE SUR ORIENTAL","4","SAN CRISTÓBAL","50","LA GLORIA"
"001315","ALTAMIRA","4","SAN CRISTÓBAL","50","LA GLORIA"
"001316","MORALBA","4","SAN CRISTÓBAL","50","LA GLORIA"
"001317","PUENTE COLORADO","4","SAN CRISTÓBAL","50","LA GLORIA"
"001318","QUINDIO","4","SAN CRISTÓBAL","50","LA GLORIA"
"001319","LA GLORIA ORIENTAL","4","SAN CRISTÓBAL","50","LA GLORIA"
"001320","NUEVA GLORIA","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001321","SAN MARTIN SUR","4","SAN CRISTÓBAL","50","LA GLORIA"
"001322","SAN RAFAEL USME","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001323","NUEVA DELHI","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001324","EL PINAR","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001325","JUAN REY (LA PAZ)","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001327","LOS LIBERTADORES","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001328","SANTA RITA SUR ORIENTAL","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001329","EL PARAISO","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001330","CANADA O GUIRA","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001331","ALTOS DEL ZUQUE","4","SAN CRISTÓBAL","50","LA GLORIA"
"001332","VILLABEL","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001333","ALTOS DEL POBLADO","4","SAN CRISTÓBAL","50","LA GLORIA"
"001334","LAS GAVIOTAS","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001335","VILLA DIANA","5","USME","52","LA FLORA"
"001336","JUAN JOSE RONDON I","5","USME","52","LA FLORA"
"001338","LA BELLEZA","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001339","BOSQUE DE LOS ALPES","4","SAN CRISTÓBAL","32","SAN BLAS"
"001342","ALTOS DEL ZIPA","4","SAN CRISTÓBAL","32","SAN BLAS"
"001344","LOS SOCHES","5","USME","52","LA FLORA"
"001345","DONA LILIANA","5","USME","52","LA FLORA"
"001347","JUAN REY SUR","5","USME","52","LA FLORA"
"001348","LA CABANA","5","USME","52","LA FLORA"
"001350","YOMASA","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001352","GUACAMAYAS II","4","SAN CRISTÓBAL","50","LA GLORIA"
"001353","GUACAMAYAS IV","4","SAN CRISTÓBAL","50","LA GLORIA"
"001354","GUACAMAYAS III","4","SAN CRISTÓBAL","50","LA GLORIA"
"001355","LAS GUACAMAYAS I","4","SAN CRISTÓBAL","50","LA GLORIA"
"001356","VILLA DEL CERRO","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"001401","SAN JOSE SUR","18","RAFAEL URIBE","36","SAN JOSE"
"001402","GUSTAVO RESTREPO","18","RAFAEL URIBE","36","SAN JOSE"
"001403","HOSPITAL SAN CARLOS","18","RAFAEL URIBE","36","SAN JOSE"
"001404","SOSIEGO SUR","18","RAFAEL URIBE","36","SAN JOSE"
"001405","VEINTE DE JULIO","4","SAN CRISTÓBAL","34","20 DE JULIO"
"001406","SAN ISIDRO","4","SAN CRISTÓBAL","34","20 DE JULIO"
"001407","SURAMERICA","4","SAN CRISTÓBAL","34","20 DE JULIO"
"001408","VILLA DE LOS ALPES","4","SAN CRISTÓBAL","34","20 DE JULIO"
"001409","LAS LOMAS","4","SAN CRISTÓBAL","34","20 DE JULIO"
"001410","MARCO FIDEL SUAREZ","18","RAFAEL URIBE","53","MARCO FIDEL SUAREZ"
"001411","SAN JORGE SUR","18","RAFAEL URIBE","53","MARCO FIDEL SUAREZ"
"001412","GRANJAS SAN PABLO","18","RAFAEL URIBE","53","MARCO FIDEL SUAREZ"
"001413","LA RESURRECCION","18","RAFAEL URIBE","53","MARCO FIDEL SUAREZ"
"001414","MOLINOS DEL SUR","18","RAFAEL URIBE","54","MARRUECOS"
"001415","MARCO FIDEL SUAREZ I","18","RAFAEL URIBE","54","MARRUECOS"
"001416","SAN AGUSTIN","18","RAFAEL URIBE","55","DIANA TURBAY"
"001417","LOS MOLINOS","18","RAFAEL URIBE","54","MARRUECOS"
"001418","MARRUECOS","18","RAFAEL URIBE","54","MARRUECOS"
"001419","CALLEJON SANTA BARBARA","18","RAFAEL URIBE","54","MARRUECOS"
"001420","EL PLAYON","18","RAFAEL URIBE","54","MARRUECOS"
"001421","DIANA TURBAY","18","RAFAEL URIBE","55","DIANA TURBAY"
"001422","DIANA TURBAY ARRAYANES","18","RAFAEL URIBE","55","DIANA TURBAY"
"001423","ARBOLEDA SUR","18","RAFAEL URIBE","54","MARRUECOS"
"001424","BARCELONA SUR","4","SAN CRISTÓBAL","34","20 DE JULIO"
"001425","GRANJAS DE SANTA SOFIA","18","RAFAEL URIBE","53","MARCO FIDEL SUAREZ"
"001426","SAN LUIS","18","RAFAEL URIBE","36","SAN JOSE"
"001427","PUERTO RICO","18","RAFAEL URIBE","54","MARRUECOS"
"001428","CERROS DE ORIENTE","18","RAFAEL URIBE","54","MARRUECOS"
"001429","GUIPARMA","18","RAFAEL URIBE","54","MARRUECOS"
"001430","VILLA DE LOS ALPES I","4","SAN CRISTÓBAL","34","20 DE JULIO"
"001431","LA RESURRECCION I","18","RAFAEL URIBE","53","MARCO FIDEL SUAREZ"
"001432","DIANA TURBAY CULTIVOS","18","RAFAEL URIBE","55","DIANA TURBAY"
"001434","CARMEN DEL SOL","18","RAFAEL URIBE","54","MARRUECOS"
"001435","LOS ARRAYANES II","18","RAFAEL URIBE","55","DIANA TURBAY"
"002101","LA FRAGUITA","15","ANTONIO NARIÑO","38","RESTREPO"
"002102","SAN ANTONIO","15","ANTONIO NARIÑO","38","RESTREPO"
"002103","RESTREPO","15","ANTONIO NARIÑO","38","RESTREPO"
"002104","RESTREPO OCCIDENTAL","15","ANTONIO NARIÑO","38","RESTREPO"
"002105","SANTANDER","15","ANTONIO NARIÑO","38","RESTREPO"
"002106","SENA","15","ANTONIO NARIÑO","38","RESTREPO"
"002107","LA FRAGUA","15","ANTONIO NARIÑO","38","RESTREPO"
"002201","OLAYA","18","RAFAEL URIBE","39","QUIROGA"
"002202","QUIROGA","18","RAFAEL URIBE","39","QUIROGA"
"002203","QUIROGA CENTRAL","18","RAFAEL URIBE","39","QUIROGA"
"002204","QUIROGA SUR","18","RAFAEL URIBE","39","QUIROGA"
"002205","SANTA LUCIA","18","RAFAEL URIBE","39","QUIROGA"
"002209","QUIROGA I","18","RAFAEL URIBE","39","QUIROGA"
"002301","EDUARDO FREY","15","ANTONIO NARIÑO","38","RESTREPO"
"002302","SANTANDER SUR","15","ANTONIO NARIÑO","38","RESTREPO"
"002303","CENTENARIO","18","RAFAEL URIBE","39","QUIROGA"
"002304","SANTIAGO PEREZ","18","RAFAEL URIBE","39","QUIROGA"
"002305","LIBERTADOR","18","RAFAEL URIBE","39","QUIROGA"
"002306","BRAVO PAEZ","18","RAFAEL URIBE","39","QUIROGA"
"002307","INGLES","18","RAFAEL URIBE","39","QUIROGA"
"002308","CLARET","18","RAFAEL URIBE","39","QUIROGA"
"002309","VILLA MAYOR ORIENTAL","15","ANTONIO NARIÑO","38","RESTREPO"
"002310","MURILLO TORO","18","RAFAEL URIBE","39","QUIROGA"
"002311","VILLA MAYOR","18","RAFAEL URIBE","39","QUIROGA"
"002401","TUNAL ORIENTAL","6","TUNJUELITO","42","VENECIA"
"002402","SAN VICENTE FERRER","6","TUNJUELITO","42","VENECIA"
"002403","VENECIA OCCIDENTAL","6","TUNJUELITO","42","VENECIA"
"002404","VENECIA","6","TUNJUELITO","42","VENECIA"
"002405","ESCUELA GENERAL SANTANDER","6","TUNJUELITO","42","VENECIA"
"002406","SAMORE","6","TUNJUELITO","42","VENECIA"
"002407","EL CARMEN","6","TUNJUELITO","42","VENECIA"
"002408","FATIMA","6","TUNJUELITO","42","VENECIA"
"002409","NUEVO MUZU","6","TUNJUELITO","42","VENECIA"
"002410","PARQUE EL TUNAL","6","TUNJUELITO","42","VENECIA"
"002411","ISLA DEL SOL","6","TUNJUELITO","42","VENECIA"
"002412","VERONA","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002413","MUZU","6","TUNJUELITO","42","VENECIA"
"002414","ISMAEL PERDOMO","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002415","MADELENA","19","CIUDAD BOLÍVAR","65","ARBORIZADORA"
"002416","EL ENSUENO","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002417","BARLOVENTO","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002418","LA ESTANCIA","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002419","RINCON DE LA VALVANERA","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002420","LA CORUNA","19","CIUDAD BOLÍVAR","65","ARBORIZADORA"
"002421","RAFAEL ESCAMILLA","19","CIUDAD BOLÍVAR","65","ARBORIZADORA"
"002422","ATLANTA","19","CIUDAD BOLÍVAR","65","ARBORIZADORA"
"002423","ESPINO","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002424","RINCON DE GALICIA","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002426","SANTO DOMINGO","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002427","GALICIA","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002428","PRIMAVERA II","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002429","MARIA CANO","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002430","LAS BRISAS","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002431","POTOSI","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002432","ARBORIZADORA BAJA","19","CIUDAD BOLÍVAR","65","ARBORIZADORA"
"002433","EL PENON DEL CORTIJO","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002434","JERUSALEN","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002435","EL CHIRCAL SUR","19","CIUDAD BOLÍVAR","65","ARBORIZADORA"
"002436","BELLAVISTA","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002437","LA PRADERA","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002438","SIERRA MORENA","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002439","SIERRA MORENA","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002440","SIERRA MORENA","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002441","LOS TRES REYES I","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002442","SANTA VIVIANA","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002443","LA PRIMAVERA I","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002444","SIERRA MORENA II","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002445","CARACOLI","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002446","LOS TRES REYES","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002447","EL MIRADOR DE LA ESTANCIA","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002448","PERDOMO ALTO","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002449","ESPINO I","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002450","PERDOMO ALTO","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002451","SAN ANTONIO DEL MIRADOR","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002453","CIUDAD BOLIVAR","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002455","LA VALVANERA","19","CIUDAD BOLÍVAR","69","ISMAEL PERDOMO"
"002456","QUIBA I","19","CIUDAD BOLÍVAR","68","EL TESORO"
"002460","ARBORIZADORA ALTA I","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002461","ARBORIZADORA ALTA II","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002501","SAN CARLOS","6","TUNJUELITO","62","TUNJUELITO"
"002502","MILLAN","19","CIUDAD BOLÍVAR","66","SAN FRANCISCO"
"002503","LA AURORA","5","USME","57","GRAN YOMASA"
"002504","COMPARTIR","19","CIUDAD BOLÍVAR","67","LUCERO"
"002505","NUEVO SAN ANDRES","5","USME","57","GRAN YOMASA"
"002506","GRAN YOMASA","5","USME","57","GRAN YOMASA"
"002507","ABRAHAM LINCOLN","6","TUNJUELITO","62","TUNJUELITO"
"002508","TUNJUELITO","6","TUNJUELITO","62","TUNJUELITO"
"002509","SAN BENITO","6","TUNJUELITO","62","TUNJUELITO"
"002510","LA PICOTA ORIENTAL","18","RAFAEL URIBE","55","DIANA TURBAY"
"002511","LA PICOTA","18","RAFAEL URIBE","54","MARRUECOS"
"002512","AREA ARTILLERIA","6","TUNJUELITO","62","TUNJUELITO"
"002513","LAS ACACIAS","19","CIUDAD BOLÍVAR","66","SAN FRANCISCO"
"002514","MEISSEN","19","CIUDAD BOLÍVAR","67","LUCERO"
"002515","SAN FRANCISCO","19","CIUDAD BOLÍVAR","66","SAN FRANCISCO"
"002516","MEXICO","19","CIUDAD BOLÍVAR","67","LUCERO"
"002517","LUCERO DEL SUR","19","CIUDAD BOLÍVAR","67","LUCERO"
"002518","RONDA","19","CIUDAD BOLÍVAR","66","SAN FRANCISCO"
"002519","DANUBIO","5","USME","56","DANUBIO"
"002520","LAS MANAS","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002521","LUCERO ALTO","19","CIUDAD BOLÍVAR","67","LUCERO"
"002522","EL MOCHUELO ORIENTAL","19","CIUDAD BOLÍVAR","63","EL MOCHUELO"
"002523","LA ALAMEDA","19","CIUDAD BOLÍVAR","67","LUCERO"
"002524","LA ANDREA","5","USME","57","GRAN YOMASA"
"002525","BARRANQUILLITA","5","USME","57","GRAN YOMASA"
"002526","SANTA LIBRADA","5","USME","57","GRAN YOMASA"
"002527","LA CABANA","5","USME","57","GRAN YOMASA"
"002528","SANTA LIBRADA NORTE","5","USME","57","GRAN YOMASA"
"002529","MARICHUELA","5","USME","57","GRAN YOMASA"
"002530","QUIBA","19","CIUDAD BOLÍVAR","68","EL TESORO"
"002531","CANDELARIA LA NUEVA","19","CIUDAD BOLÍVAR","66","SAN FRANCISCO"
"002532","QUINTAS DEL SUR","19","CIUDAD BOLÍVAR","67","LUCERO"
"002533","SOTAVENTO","19","CIUDAD BOLÍVAR","68","EL TESORO"
"002534","CASA DE TEJA","19","CIUDAD BOLÍVAR","68","EL TESORO"
"002535","PALERMO SUR","18","RAFAEL URIBE","55","DIANA TURBAY"
"002536","MONTEBLANCO","5","USME","58","COMUNEROS"
"002537","CHUNIZA","5","USME","58","COMUNEROS"
"002538","USMINIA","5","USME","58","COMUNEROS"
"002539","SAN RAFAEL","19","CIUDAD BOLÍVAR","67","LUCERO"
"002540","ESTRELLA DEL SUR","19","CIUDAD BOLÍVAR","67","LUCERO"
"002541","GRANADA SUR","5","USME","58","COMUNEROS"
"002542","SERRANIAS","5","USME","58","COMUNEROS"
"002543","COMUNEROS","5","USME","58","COMUNEROS"
"002544","LOS LAURELES II","19","CIUDAD BOLÍVAR","66","SAN FRANCISCO"
"002545","EL SATELITE","19","CIUDAD BOLÍVAR","66","SAN FRANCISCO"
"002546","NACIONES UNIDAS","19","CIUDAD BOLÍVAR","67","LUCERO"
"002547","EL TESORO","19","CIUDAD BOLÍVAR","68","EL TESORO"
"002548","EL VIRREY","5","USME","58","COMUNEROS"
"002549","VILLA GLORIA","19","CIUDAD BOLÍVAR","67","LUCERO"
"002550","DUITAMA","5","USME","56","DANUBIO"
"002551","ALASKA","5","USME","56","DANUBIO"
"002552","JUAN PABLO II","19","CIUDAD BOLÍVAR","67","LUCERO"
"002553","SUMAPAZ","19","CIUDAD BOLÍVAR","67","LUCERO"
"002554","GIBRALTAR SUR","19","CIUDAD BOLÍVAR","67","LUCERO"
"002555","SAN JUAN BAUTISTA","5","USME","57","GRAN YOMASA"
"002556","DESARROLLO BRAZUELOS I","5","USME","58","COMUNEROS"
"002557","JUAN JOSE RONDON","19","CIUDAD BOLÍVAR","66","SAN FRANCISCO"
"002558","VILLAS EL DIAMANTE","19","CIUDAD BOLÍVAR","67","LUCERO"
"002559","LOS ALPES SUR","19","CIUDAD BOLÍVAR","67","LUCERO"
"002560","BELLAVISTA LUCERO ALTO","19","CIUDAD BOLÍVAR","67","LUCERO"
"002561","CORDILLERA DEL SUR","19","CIUDAD BOLÍVAR","67","LUCERO"
"002562","CENTRAL DE MEZCLAS","19","CIUDAD BOLÍVAR","63","EL MOCHUELO"
"002563","EL PEDREGAL","5","USME","57","GRAN YOMASA"
"002564","EL MINUTO DE MARIA","19","CIUDAD BOLÍVAR","68","EL TESORO"
"002565","PARAISO QUIBA","19","CIUDAD BOLÍVAR","67","LUCERO"
"002566","LA PAZ","18","RAFAEL URIBE","55","DIANA TURBAY"
"002568","ARBORIZADORA ALTA","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002569","ARBORIZADORA ALTA","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002570","EL MIRADOR","19","CIUDAD BOLÍVAR","67","LUCERO"
"002571","ANTONIO JOSE DE SUCRE","5","USME","58","COMUNEROS"
"002572","SALAZAR USME","5","USME","57","GRAN YOMASA"
"002573","ARBORIZADORA ALTA","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002574","CEDRITOS DEL SUR","19","CIUDAD BOLÍVAR","68","EL TESORO"
"002575","CERRO COLORADO","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002576","SERRANIAS I","5","USME","58","COMUNEROS"
"002577","DANUBIO II","5","USME","56","DANUBIO"
"002578","ARABIA","19","CIUDAD BOLÍVAR","68","EL TESORO"
"002579","VILLA CANDELARIA","19","CIUDAD BOLÍVAR","70","JERUSALEM"
"002580","BELLA FLOR","19","CIUDAD BOLÍVAR","67","LUCERO"
"002581","LA TORRE","19","CIUDAD BOLÍVAR","67","LUCERO"
"002582","BELLA FLOR SUR","19","CIUDAD BOLÍVAR","67","LUCERO"
"002583","QUIBA URBANO","19","CIUDAD BOLÍVAR","68","EL TESORO"
"002584","EL MOCHUELO","19","CIUDAD BOLÍVAR","68","EL TESORO"
"002585","EL MOCHUELO URBANO","19","CIUDAD BOLÍVAR","68","EL TESORO"
"002586","YOMASA NORTE","5","USME","58","COMUNEROS"
"002587","BRISAS DEL VOLADOR","19","CIUDAD BOLÍVAR","67","LUCERO"
"002588","EL MOCHUELO III URBANO","19","CIUDAD BOLÍVAR","64","MONTE BLANCO"
"002589","PORVENIR","5","USME","56","DANUBIO"
"002590","LA FISCALA","5","USME","56","DANUBIO"
"002591","BRAZUELOS OCCIDENTAL","19","CIUDAD BOLÍVAR","64","MONTE BLANCO"
