"CODIGO","NOMBRE","CODIGO LOCALIDAD","LOCALIDAD","CODIGO UPZ","UPZ"
"002592","DESARROLLO BRAZUELOS","5","USME","58","COMUNEROS"
"002593","TUNJUELITO","5","USME","58","COMUNEROS"
"002594","VILLA ISRAEL","5","USME","58","COMUNEROS"
"002595","LAGUNITAS URBANO","19","CIUDAD BOLÍVAR","64","MONTE BLANCO"
"002596","MOCHUELO ALTO","19","CIUDAD BOLÍVAR","64","MONTE BLANCO"
"002597","LA FISCALA NORTE","5","USME","56","DANUBIO"
"002598","EL MOCHUELO II URBANO","19","CIUDAD BOLÍVAR","63","EL MOCHUELO"
"002599","CENTRO USME URBANO","5","USME","61","CIUDAD USME"
"002601","ARRAYANES I","5","USME","60","PARQUE ENTRENUBES"
"002602","FISCALA ALTA","5","USME","60","PARQUE ENTRENUBES"
"002604","LOS OLIVARES","5","USME","57","GRAN YOMASA"
"002605","BOLONIA","5","USME","57","GRAN YOMASA"
"002606","EL CURUBO","5","USME","57","GRAN YOMASA"
"002607","LA ESPERANZA SUR","5","USME","57","GRAN YOMASA"
"002608","EL BOSQUE CENTRAL I","5","USME","57","GRAN YOMASA"
"002609","EL BOSQUE","5","USME","57","GRAN YOMASA"
"002610","CHAPINERITO","5","USME","59","ALFONSO LOPEZ"
"002611","CHARALA","5","USME","58","COMUNEROS"
"002612","LA COMUNA","5","USME","59","ALFONSO LOPEZ"
"002613","EL PROGRESO USME","5","USME","59","ALFONSO LOPEZ"
"002614","LA ORQUIDEA DE USME","5","USME","59","ALFONSO LOPEZ"
"002615","LA ESPERANZA DE USME","5","USME","58","COMUNEROS"
"002616","EL NUEVO PORTAL","5","USME","59","ALFONSO LOPEZ"
"002617","EL REFUGIO I","5","USME","59","ALFONSO LOPEZ"
"002618","PUERTA AL LLANO DE USME","5","USME","59","ALFONSO LOPEZ"
"002619","VILLA ANITA","5","USME","58","COMUNEROS"
"002620","EL NUEVO PORTAL II","5","USME","59","ALFONSO LOPEZ"
"002621","SAN FELIPE DE USME","5","USME","57","GRAN YOMASA"
"002622","TOCAIMITA ORIENTAL I","5","USME","57","GRAN YOMASA"
"002625","ARRAYANES V","5","USME","60","PARQUE ENTRENUBES"
"002626","BOLONIA I","5","USME","60","PARQUE ENTRENUBES"
"002627","LA REFORMA","5","USME","59","ALFONSO LOPEZ"
"002629","EL NEVADO II","5","USME","60","PARQUE ENTRENUBES"
"002630","EL PORTAL DEL DIVINO","5","USME","59","ALFONSO LOPEZ"
"002631","EL NEVADO","5","USME","57","GRAN YOMASA"
"002632","LA REQUILINA","5","USME","61","CIUDAD USME"
"002634","EL TUNO","5","USME","61","CIUDAD USME"
"002635","BRISAS DEL LLANO","5","USME","61","CIUDAD USME"
"002636","LA HUERTA","5","USME","61","CIUDAD USME"
"002637","ARRAYANES VI","18","RAFAEL URIBE","55","DIANA TURBAY"
"002640","EL PEDREGAL II","5","USME","57","GRAN YOMASA"
"002642","EL PORTAL URBANO","5","USME","59","ALFONSO LOPEZ"
"003101","LA ALAMEDA","3","SANTA FE","93","LAS NIEVES"
"003102","LAS NIEVES","3","SANTA FE","93","LAS NIEVES"
"003103","LAS AGUAS","17","LA CANDELARIA","94","LA CANDELARIA"
"003104","LA CONCORDIA","17","LA CANDELARIA","94","LA CANDELARIA"
"003105","EGIPTO","17","LA CANDELARIA","94","LA CANDELARIA"
"003106","CENTRO ADMINISTRATIVO","17","LA CANDELARIA","94","LA CANDELARIA"
"003107","SANTA INES","3","SANTA FE","93","LAS NIEVES"
"003108","LA CAPUCHINA","3","SANTA FE","93","LAS NIEVES"
"003109","VERACRUZ","3","SANTA FE","93","LAS NIEVES"
"003110","LA CATEDRAL","17","LA CANDELARIA","94","LA CANDELARIA"
"003201","SAN BERNARDINO","3","SANTA FE","95","LAS CRUCES"
"003202","LAS CRUCES","3","SANTA FE","95","LAS CRUCES"
"003203","SANTA BARBARA","17","LA CANDELARIA","94","LA CANDELARIA"
"003204","BELEN","17","LA CANDELARIA","94","LA CANDELARIA"
"003205","EL GUAVIO","3","SANTA FE","96","LOURDES"
"003206","LA PENA","3","SANTA FE","96","LOURDES"
"003207","LOS LACHES","3","SANTA FE","96","LOURDES"
"003208","EL ROCIO","3","SANTA FE","96","LOURDES"
"003209","EL DORADO","3","SANTA FE","96","LOURDES"
"003210","RAMIREZ","3","SANTA FE","96","LOURDES"
"003211","GIRARDOT","3","SANTA FE","96","LOURDES"
"003212","LOURDES","3","SANTA FE","96","LOURDES"
"003215","SAN FRANCISCO RURAL","3","SANTA FE","96","LOURDES"
"004101","RICAURTE","14","LOS MÁRTIRES","102","LA SABANA"
"004102","LA SABANA","14","LOS MÁRTIRES","102","LA SABANA"
"004103","VOTO NACIONAL","14","LOS MÁRTIRES","102","LA SABANA"
"004104","LA ESTANZUELA","14","LOS MÁRTIRES","102","LA SABANA"
"004105","EDUARDO SANTOS","14","LOS MÁRTIRES","37","SANTA ISABEL"
"004106","EL VERGEL","14","LOS MÁRTIRES","37","SANTA ISABEL"
"004107","SANTA ISABEL SUR","14","LOS MÁRTIRES","37","SANTA ISABEL"
"004108","SANTA ISABEL","14","LOS MÁRTIRES","37","SANTA ISABEL"
"004109","VERAGUAS","14","LOS MÁRTIRES","37","SANTA ISABEL"
"004110","LA PEPITA","14","LOS MÁRTIRES","102","LA SABANA"
"004111","EL PROGRESO","14","LOS MÁRTIRES","37","SANTA ISABEL"
"004201","PENSILVANIA","16","PUENTE ARANDA","108","ZONA INDUSTRIAL"
"004202","COMUNEROS","16","PUENTE ARANDA","40","CIUDAD MONTES"
"004203","LA ASUNCION","16","PUENTE ARANDA","40","CIUDAD MONTES"
"004204","MONTES","16","PUENTE ARANDA","40","CIUDAD MONTES"
"004205","PRIMAVERA OCCIDENTAL","16","PUENTE ARANDA","40","CIUDAD MONTES"
"004206","SAN FRANCISCO","16","PUENTE ARANDA","43","SAN RAFAEL"
"004207","GORGONZOLA","16","PUENTE ARANDA","108","ZONA INDUSTRIAL"
"004208","LOS EJIDOS","16","PUENTE ARANDA","108","ZONA INDUSTRIAL"
"004209","SANTA MATILDE","16","PUENTE ARANDA","40","CIUDAD MONTES"
"004210","JORGE GAITAN CORTES","16","PUENTE ARANDA","40","CIUDAD MONTES"
"004211","BOCHICA","16","PUENTE ARANDA","40","CIUDAD MONTES"
"004212","TIBANA","16","PUENTE ARANDA","40","CIUDAD MONTES"
"004301","SAN RAFAEL INDUSTRIAL","16","PUENTE ARANDA","43","SAN RAFAEL"
"004302","SAN RAFAEL","16","PUENTE ARANDA","43","SAN RAFAEL"
"004303","BARCELONA","16","PUENTE ARANDA","43","SAN RAFAEL"
"004304","GALAN","16","PUENTE ARANDA","43","SAN RAFAEL"
"004305","LA PRADERA","16","PUENTE ARANDA","43","SAN RAFAEL"
"004306","LA TRINIDAD","16","PUENTE ARANDA","43","SAN RAFAEL"
"004307","SAN GABRIEL","16","PUENTE ARANDA","43","SAN RAFAEL"
"004308","COLON","16","PUENTE ARANDA","43","SAN RAFAEL"
"004309","LA CAMELIA","16","PUENTE ARANDA","40","CIUDAD MONTES"
"004310","PROVIVIENDA NORTE","16","PUENTE ARANDA","43","SAN RAFAEL"
"004316","LAS MARGARITAS","8","KENNEDY","83","LAS MARGARITAS"
"004317","LA CAMELIA II","16","PUENTE ARANDA","43","SAN RAFAEL"
"004401","SAN EUSEBIO","16","PUENTE ARANDA","40","CIUDAD MONTES"
"004402","REMANSO","16","PUENTE ARANDA","40","CIUDAD MONTES"
"004403","AUTOPISTA MUZU","16","PUENTE ARANDA","41","MUZU"
"004404","AUTOPISTA SUR","16","PUENTE ARANDA","41","MUZU"
"004405","OSPINA PEREZ SUR","16","PUENTE ARANDA","41","MUZU"
"004406","OSPINA PEREZ","16","PUENTE ARANDA","41","MUZU"
"004407","ALCALA","16","PUENTE ARANDA","41","MUZU"
"004408","TEJAR","16","PUENTE ARANDA","41","MUZU"
"004409","ALQUERIA","16","PUENTE ARANDA","41","MUZU"
"004412","REMANSO SUR","16","PUENTE ARANDA","40","CIUDAD MONTES"
"004413","AUTOPISTA MUZU ORIENTAL","16","PUENTE ARANDA","41","MUZU"
"004501","HIPOTECHO","8","KENNEDY","44","AMERICAS"
"004502","HIPOTECHO OCCIDENTAL","8","KENNEDY","44","AMERICAS"
"004503","PROVIVIENDA ORIENTAL","8","KENNEDY","44","AMERICAS"
"004504","PROVIVIENDA","8","KENNEDY","45","CARVAJAL"
"004505","PROVIVIENDA OCCIDENTAL","8","KENNEDY","45","CARVAJAL"
"004506","LA CAMPINA","8","KENNEDY","45","CARVAJAL"
"004507","CIUDAD KENNEDY SUR","8","KENNEDY","47","KENNEDY CENTRAL"
"004508","CIUDAD KENNEDY OCCIDENTAL","8","KENNEDY","47","KENNEDY CENTRAL"
"004509","CIUDAD KENNEDY","8","KENNEDY","44","AMERICAS"
"004510","CIUDAD KENNEDY ORIENTAL","8","KENNEDY","47","KENNEDY CENTRAL"
"004511","CIUDAD KENNEDY CENTRAL","8","KENNEDY","47","KENNEDY CENTRAL"
"004512","TIMIZA","8","KENNEDY","45","CARVAJAL"
"004513","SAN DIEGO-BOSA","7","BOSA","85","BOSA CENTRAL"
"004514","CIUDAD KENNEDY NORTE","8","KENNEDY","47","KENNEDY CENTRAL"
"004515","TUNDAMA","8","KENNEDY","48","TIMIZA"
"004516","BOITA","8","KENNEDY","48","TIMIZA"
"004517","JACQUELINE","8","KENNEDY","48","TIMIZA"
"004518","TIMIZA A","8","KENNEDY","48","TIMIZA"
"004519","ESCOCIA","7","BOSA","84","BOSA OCCIDENTAL"
"004520","LA PAZ BOSA","7","BOSA","84","BOSA OCCIDENTAL"
"004521","LA ESTACION BOSA","7","BOSA","85","BOSA CENTRAL"
"004522","BOSA","7","BOSA","85","BOSA CENTRAL"
"004523","JIMENEZ DE QUESADA","7","BOSA","85","BOSA CENTRAL"
"004524","SAN PABLO BOSA","7","BOSA","85","BOSA CENTRAL"
"004525","PASTRANA","8","KENNEDY","47","KENNEDY CENTRAL"
"004526","BOSA NOVA","7","BOSA","84","BOSA OCCIDENTAL"
"004527","NUEVA GRANADA BOSA","7","BOSA","85","BOSA CENTRAL"
"004528","PASO ANCHO","7","BOSA","85","BOSA CENTRAL"
"004529","CEMENTERIO JARDINES APOGEO","7","BOSA","49","APOGEO"
"004530","TIMIZA B","8","KENNEDY","48","TIMIZA"
"004531","MANDALAY","8","KENNEDY","44","AMERICAS"
"004532","LA CECILIA","8","KENNEDY","48","TIMIZA"
"004533","EL RETAZO","7","BOSA","85","BOSA CENTRAL"
"004534","ROMA","8","KENNEDY","48","TIMIZA"
"004535","CLASS","8","KENNEDY","81","GRAN BRITALIA"
"004536","EL RUBI","8","KENNEDY","48","TIMIZA"
"004537","CASABLANCA","8","KENNEDY","47","KENNEDY CENTRAL"
"004538","OLARTE","7","BOSA","49","APOGEO"
"004539","GRAN COLOMBIANO","7","BOSA","85","BOSA CENTRAL"
"004540","CATALINA II","8","KENNEDY","48","TIMIZA"
"004541","EL PARAISO BOSA","8","KENNEDY","82","PATIO BONITO"
"004542","ALQUERIA LA FRAGUA NORTE","8","KENNEDY","45","CARVAJAL"
"004543","ALQUERIA LA FRAGUA","8","KENNEDY","45","CARVAJAL"
"004544","LAS DELICIAS","8","KENNEDY","45","CARVAJAL"
"004545","CATALINA","8","KENNEDY","48","TIMIZA"
"004546","VILLA DEL RIO","7","BOSA","49","APOGEO"
"004547","CORABASTOS","8","KENNEDY","80","CORABASTOS"
"004548","TECHO","8","KENNEDY","47","KENNEDY CENTRAL"
"004549","NUEVA YORK","8","KENNEDY","45","CARVAJAL"
"004550","JOSE MARIA CARBONEL","7","BOSA","85","BOSA CENTRAL"
"004551","HIPOTECHO SUR","8","KENNEDY","44","AMERICAS"
"004552","GUALOCHE","7","BOSA","85","BOSA CENTRAL"
"004553","ANDALUCIA II","7","BOSA","85","BOSA CENTRAL"
"004554","PATIO BONITO","8","KENNEDY","82","PATIO BONITO"
"004555","PATIO BONITO II","8","KENNEDY","82","PATIO BONITO"
"004556","GRAN BRITALIA I","8","KENNEDY","81","GRAN BRITALIA"
"004557","GRAN BRITALIA","8","KENNEDY","81","GRAN BRITALIA"
"004558","CAMPO HERMOSO","8","KENNEDY","82","PATIO BONITO"
"004559","EL CARMELO","8","KENNEDY","81","GRAN BRITALIA"
"004560","SAUCEDAL","8","KENNEDY","80","CORABASTOS"
"004561","EL JARDIN","7","BOSA","85","BOSA CENTRAL"
"004562","LLANO GRANDE","8","KENNEDY","80","CORABASTOS"
"004563","GUADALUPE","19","CIUDAD BOLÍVAR","65","ARBORIZADORA"
"004564","TAIRONA","8","KENNEDY","82","PATIO BONITO"
"004565","TOCAREMA","8","KENNEDY","48","TIMIZA"
"004566","PATIO BONITO III","8","KENNEDY","82","PATIO BONITO"
"004567","VILLAS DEL PROGRESO","7","BOSA","84","BOSA OCCIDENTAL"
"004568","JORGE URIBE BOTERO","8","KENNEDY","81","GRAN BRITALIA"
"004569","JOSE ANTONIO GALAN","7","BOSA","85","BOSA CENTRAL"
"004570","ANTONIA SANTOS","7","BOSA","85","BOSA CENTRAL"
"004572","CORREDOR FERREO DEL SUR","8","KENNEDY","45","CARVAJAL"
"004573","CIUDADELA EL RECREO","7","BOSA","87","TINTAL SUR"
"004574","CHARLES DE GAULLE","7","BOSA","85","BOSA CENTRAL"
"004575","LOS LAURELES","7","BOSA","85","BOSA CENTRAL"
"004576","CASA BLANCA SUR","8","KENNEDY","81","GRAN BRITALIA"
"004577","SAN BERNARDINO XXII URBANO","7","BOSA","87","TINTAL SUR"
"004578","VILLA NELLY III SECTOR","8","KENNEDY","80","CORABASTOS"
"004579","ESCOCIA","7","BOSA","84","BOSA OCCIDENTAL"
"004580","BOSA NOVA EL PORVENIR","7","BOSA","84","BOSA OCCIDENTAL"
"004581","TIMIZA C","8","KENNEDY","48","TIMIZA"
"004582","RENANIA URAPANES","8","KENNEDY","48","TIMIZA"
"004583","ARGELIA II","7","BOSA","85","BOSA CENTRAL"
"004584","SANTA CATALINA","8","KENNEDY","48","TIMIZA"
"004586","JIMENEZ DE QUESADA II SECTOR","7","BOSA","85","BOSA CENTRAL"
"004587","LOS SAUCES","7","BOSA","84","BOSA OCCIDENTAL"
"004588","EL DANUBIO AZUL","7","BOSA","84","BOSA OCCIDENTAL"
"004589","SAN PEDRO","7","BOSA","84","BOSA OCCIDENTAL"
"004590","SAN BERNARDINO XXV URBANO","7","BOSA","87","TINTAL SUR"
"004591","EL PORTAL DEL BRASIL","7","BOSA","84","BOSA OCCIDENTAL"
"004592","SAN MARTIN","7","BOSA","84","BOSA OCCIDENTAL"
"004593","LA LIBERTAD","7","BOSA","84","BOSA OCCIDENTAL"
"004594","SAN ANTONIO","7","BOSA","84","BOSA OCCIDENTAL"
"004595","CHICO SUR","7","BOSA","84","BOSA OCCIDENTAL"
"004596","ALQUERIA LA FRAGUA II","8","KENNEDY","45","CARVAJAL"
"004597","SAN BERNARDINO I","7","BOSA","85","BOSA CENTRAL"
"004598","VILLA ANNY I","7","BOSA","85","BOSA CENTRAL"
"004599","VILLA ANNY II","7","BOSA","85","BOSA CENTRAL"
"004601","CALANDAIMA","8","KENNEDY","79","CALANDAIMA"
"004602","REMANSO URBANO","7","BOSA","87","TINTAL SUR"
"004603","EL PARAISO","8","KENNEDY","82","PATIO BONITO"
"004604","BRASILIA","7","BOSA","84","BOSA OCCIDENTAL"
"004605","CHICALA","7","BOSA","84","BOSA OCCIDENTAL"
"004607","CIUDAD DE CALI","8","KENNEDY","82","PATIO BONITO"
"004609","LOS ALMENDROS","8","KENNEDY","82","PATIO BONITO"
"004611","EL JAZMIN","8","KENNEDY","82","PATIO BONITO"
"004612","DINDALITO","8","KENNEDY","82","PATIO BONITO"
"004613","PROVIVIENDA OCCIDENTAL","8","KENNEDY","82","PATIO BONITO"
"004614","DINDALITO","8","KENNEDY","82","PATIO BONITO"
"004615","OSORIO XII","8","KENNEDY","83","LAS MARGARITAS"
"004616","OSORIO X URBANO","7","BOSA","86","EL PORVENIR"
"004617","TINTALITO","8","KENNEDY","82","PATIO BONITO"
"004618","DINTALITO","8","KENNEDY","82","PATIO BONITO"
"004619","CHUCUA DE LA VACA III","8","KENNEDY","80","CORABASTOS"
"004620","CHUCUA DE LA VACA II","8","KENNEDY","80","CORABASTOS"
"004621","CHUCUA DE LA VACA I","8","KENNEDY","80","CORABASTOS"
"004622","BRASIL","7","BOSA","84","BOSA OCCIDENTAL"
"004623","SAN BERNARDINO POTRERITOS","7","BOSA","84","BOSA OCCIDENTAL"
"004624","LA VEGA SAN BERNARDINO","7","BOSA","87","TINTAL SUR"
"004625","EL REMANSO I","7","BOSA","84","BOSA OCCIDENTAL"
"004626","LAS ACACIAS","8","KENNEDY","82","PATIO BONITO"
"004627","GALAN","8","KENNEDY","79","CALANDAIMA"
"004628","BETANIA","7","BOSA","84","BOSA OCCIDENTAL"
"004630","PARCELA EL PORVENIR","7","BOSA","86","EL PORVENIR"
"004631","EL CORZO","7","BOSA","86","EL PORVENIR"
"004632","LA CABANA","7","BOSA","86","EL PORVENIR"
"004633","SANTA FE BOSA","7","BOSA","86","EL PORVENIR"
"004634","CANAVERALEJO","7","BOSA","86","EL PORVENIR"
"004635","SAN BERNARDINO II","7","BOSA","86","EL PORVENIR"
"004637","LAS MARGARITAS","7","BOSA","86","EL PORVENIR"
"004638","CIUDADELA EL RECREO II","7","BOSA","87","TINTAL SUR"
"004641","LA INDEPENDENCIA","7","BOSA","84","BOSA OCCIDENTAL"
"004642","ISLANDIA","7","BOSA","85","BOSA CENTRAL"
"004643","EL CORZO I","7","BOSA","86","EL PORVENIR"
"005101","JOSE JOAQUIN VARGAS","12","BARRIOS UNIDOS","22","DOCE DE OCTUBRE"
"005102","POPULAR MODELO","12","BARRIOS UNIDOS","22","DOCE DE OCTUBRE"
"005103","SAN MIGUEL","12","BARRIOS UNIDOS","22","DOCE DE OCTUBRE"
"005104","EL ROSARIO","12","BARRIOS UNIDOS","103","PARQUE SALITRE"
"005105","CAMPIN OCCIDENTAL","13","TEUSAQUILLO","106","LA ESMERALDA"
"005106","NICOLAS DE FEDERMAN","13","TEUSAQUILLO","106","LA ESMERALDA"
"005107","ACEVEDO TEJADA","13","TEUSAQUILLO","107","QUINTA PAREDES"
"005108","CIUDAD UNIVERSITARIA","13","TEUSAQUILLO","104","PARQUE SIMON BOLIVAR - CAN"
"005109","CENTRO ADMINISTRATIVO OCC.","13","TEUSAQUILLO","104","PARQUE SIMON BOLIVAR - CAN"
"005110","EL SALITRE","13","TEUSAQUILLO","104","PARQUE SIMON BOLIVAR - CAN"
"005111","LA ESMERALDA","13","TEUSAQUILLO","106","LA ESMERALDA"
"005112","PARQUE DISTRITAL SALITRE","12","BARRIOS UNIDOS","103","PARQUE SALITRE"
"005113","PAULO VI","13","TEUSAQUILLO","106","LA ESMERALDA"
"005114","CAMPO EUCARISTICO","13","TEUSAQUILLO","104","PARQUE SIMON BOLIVAR - CAN"
"005115","PARQUE POPULAR SALITRE","12","BARRIOS UNIDOS","103","PARQUE SALITRE"
"005116","PABLO VI NORTE","13","TEUSAQUILLO","104","PARQUE SIMON BOLIVAR - CAN"
"005117","RAFAEL NUNEZ","13","TEUSAQUILLO","106","LA ESMERALDA"
"005201","JORGE ELIECER GAITAN","12","BARRIOS UNIDOS","22","DOCE DE OCTUBRE"
"005202","DOCE DE OCTUBRE","12","BARRIOS UNIDOS","22","DOCE DE OCTUBRE"
"005203","SAN FERNANDO","12","BARRIOS UNIDOS","22","DOCE DE OCTUBRE"
"005204","SAN FERNANDO OCCIDENTAL","12","BARRIOS UNIDOS","22","DOCE DE OCTUBRE"
"005205","SIMON BOLIVAR","12","BARRIOS UNIDOS","22","DOCE DE OCTUBRE"
"005206","LA LIBERTAD","12","BARRIOS UNIDOS","22","DOCE DE OCTUBRE"
"005207","METROPOLIS","12","BARRIOS UNIDOS","22","DOCE DE OCTUBRE"
"005304","LA CASTELLANA","12","BARRIOS UNIDOS","21","LOS ANDES"
"005305","LA PATRIA","12","BARRIOS UNIDOS","21","LOS ANDES"
"005306","ENTRERIOS","12","BARRIOS UNIDOS","21","LOS ANDES"
"005307","LOS ANDES","12","BARRIOS UNIDOS","21","LOS ANDES"
"005308","RIONEGRO","12","BARRIOS UNIDOS","21","LOS ANDES"
"005310","ESCUELA MILITAR","12","BARRIOS UNIDOS","21","LOS ANDES"
"005401","POTOSI","11","SUBA","25","LA FLORESTA"
"005402","SANTA ROSA","11","SUBA","25","LA FLORESTA"
"005403","JULIO FLOREZ","11","SUBA","25","LA FLORESTA"
"005404","LAS FERIAS","10","ENGATIVÁ","26","LAS FERIAS"
"005405","LAS FERIAS OCCIDENTAL","10","ENGATIVÁ","26","LAS FERIAS"
"005406","BONANZA","10","ENGATIVÁ","26","LAS FERIAS"
"005501","PALO BLANCO","10","ENGATIVÁ","26","LAS FERIAS"
"005502","LA ESTRADA","10","ENGATIVÁ","26","LAS FERIAS"
"005503","BELLAVISTA OCCIDENTAL","10","ENGATIVÁ","26","LAS FERIAS"
"005504","LA ESTRADITA","10","ENGATIVÁ","26","LAS FERIAS"
"005505","BOSQUE POPULAR","10","ENGATIVÁ","26","LAS FERIAS"
"005506","JARDIN BOTANICO","10","ENGATIVÁ","105","JARDIN BOTANICO"
"005507","NORMANDIA","10","ENGATIVÁ","31","SANTA CECILIA"
"005508","LA CABANA","10","ENGATIVÁ","26","LAS FERIAS"
