"CODIGO","NOMBRE","CODIGO LOCALIDAD","LOCALIDAD","CODIGO UPZ","UPZ"
"008525","LA URIBE","1","USAQUÉN","10","LA URIBE"
"008526","EL VERVENAL","1","USAQUÉN","9","VERBENAL"
"008527","EL CEREZO","1","USAQUÉN","9","VERBENAL"
"008528","SAN ANTONIO NOROCCIDENTAL","1","USAQUÉN","10","LA URIBE"
"008529","SAN JOSE DE USAQUEN","1","USAQUÉN","10","LA URIBE"
"008530","LAS MARGARITAS","1","USAQUÉN","13","LOS CEDROS"
"008532","EL REDIL","1","USAQUÉN","10","LA URIBE"
"008533","HORIZONTES NORTE","1","USAQUÉN","9","VERBENAL"
"008535","BUENAVISTA","1","USAQUÉN","9","VERBENAL"
"008536","BOSQUE DE PINOS I","1","USAQUÉN","13","LOS CEDROS"
"008537","VERBENAL SAN ANTONIO","1","USAQUÉN","9","VERBENAL"
"008538","BOSQUE DE PINOS III","1","USAQUÉN","13","LOS CEDROS"
"008539","TORCA I","1","USAQUÉN","1","PASEO DE LOS LIBERTADORES"
"008540","LA ESTRELLITA I","1","USAQUÉN","9","VERBENAL"
"008544","CANAIMA","1","USAQUÉN","1","PASEO DE LOS LIBERTADORES"
"008546","LA ESTRELLITA II","1","USAQUÉN","9","VERBENAL"
"008547","LA ESTRELLITA III","1","USAQUÉN","9","VERBENAL"
"009101","GRANADA NORTE","11","SUBA","18","BRITALIA"
"009102","BRITALIA","11","SUBA","18","BRITALIA"
"009103","CANTAGALLO","11","SUBA","18","BRITALIA"
"009104","VICTORIA NORTE","11","SUBA","19","EL PRADO"
"009105","PRADO PINZON","11","SUBA","19","EL PRADO"
"009106","SAN JOSE DEL PRADO","11","SUBA","19","EL PRADO"
"009107","PRADO VERANIEGO","11","SUBA","19","EL PRADO"
"009108","CIUDAD JARDIN NORTE","11","SUBA","24","NIZA"
"009109","NIZA SUR","11","SUBA","24","NIZA"
"009110","MAZUREN","11","SUBA","19","EL PRADO"
"009111","MONACO","11","SUBA","20","LA ALHAMBRA"
"009112","NIZA SUBA","11","SUBA","24","NIZA"
"009113","SAN JOSE DE BAVARIA","11","SUBA","17","SAN JOSE DE BAVARIA"
"009114","GILMAR","11","SUBA","18","BRITALIA"
"009115","IBERIA","11","SUBA","24","NIZA"
"009116","PRADO VERANIEGO NORTE","11","SUBA","24","NIZA"
"009117","PRADO VERANIEGO SUR","11","SUBA","19","EL PRADO"
"009118","BATAN","11","SUBA","20","LA ALHAMBRA"
"009119","ATENAS","11","SUBA","23","CASA BLANCA SUBA"
"009120","NUEVA ZELANDIA","11","SUBA","17","SAN JOSE DE BAVARIA"
"009121","CLUB DE LOS LAGARTOS","11","SUBA","25","LA FLORESTA"
"009122","LAS VILLAS","11","SUBA","24","NIZA"
"009123","NIZA NORTE","11","SUBA","24","NIZA"
"009124","PUENTE LARGO","11","SUBA","20","LA ALHAMBRA"
"009125","PASADENA","11","SUBA","20","LA ALHAMBRA"
"009126","ESTORIL","11","SUBA","20","LA ALHAMBRA"
"009127","ANDES NORTE","11","SUBA","25","LA FLORESTA"
"009128","EL PLAN","11","SUBA","23","CASA BLANCA SUBA"
"009129","VILLA DEL PRADO","11","SUBA","17","SAN JOSE DE BAVARIA"
"009130","CANODROMO","11","SUBA","19","EL PRADO"
"009131","SANTA HELENA","11","SUBA","19","EL PRADO"
"009132","ESCUELA DE CARABINEROS","11","SUBA","23","CASA BLANCA SUBA"
"009133","MIRANDELA","11","SUBA","17","SAN JOSE DE BAVARIA"
"009134","SAN JOSE V SECTOR","11","SUBA","18","BRITALIA"
"009135","PORTALES DEL NORTE","11","SUBA","18","BRITALIA"
"009136","CASABLANCA SUBA URBANO","11","SUBA",,
"009138","CASABLANCA SUBA URBANO I","11","SUBA","2","LA ACADEMIA"
"009139","CASABLANCA SUBA URBANO II","11","SUBA",,
"009140","NUESTRA SENORA DEL ROSARIO","11","SUBA",,
"009141","LA CANDELARIA","11","SUBA",,
"009142","CONEJERA","11","SUBA",,
"009201","LOS NARANJOS","11","SUBA","28","EL RINCON"
"009202","EL RINCON","11","SUBA","28","EL RINCON"
"009203","PUERTA DEL SOL","11","SUBA","28","EL RINCON"
"009204","EL RINCON NORTE","11","SUBA","28","EL RINCON"
"009205","AURES","11","SUBA","28","EL RINCON"
"009206","AURES II","11","SUBA","28","EL RINCON"
"009207","VILLA ELISA","11","SUBA","28","EL RINCON"
"009208","COSTA AZUL","11","SUBA","28","EL RINCON"
"009209","VILLA MARIA","11","SUBA","28","EL RINCON"
"009210","LAS FLORES","11","SUBA","27","SUBA"
"009211","EL POA","11","SUBA","28","EL RINCON"
"009212","SUBA URBANO","11","SUBA","27","SUBA"
"009213","EL PINO","11","SUBA","27","SUBA"
"009214","TUNA ALTA","11","SUBA","27","SUBA"
"009215","CASABLANCA SUBA","11","SUBA","23","CASA BLANCA SUBA"
"009216","LA GAITANA","11","SUBA","71","TIBABUYES"
"009217","RINCON DE SANTA INES","11","SUBA","27","SUBA"
"009218","ALMIRANTE COLON","11","SUBA","24","NIZA"
"009219","CAMPANELLA","11","SUBA","27","SUBA"
"009220","LAGO DE SUBA","11","SUBA","28","EL RINCON"
"009221","LA CHUCUA","11","SUBA","28","EL RINCON"
"009222","ALTOS DE CHOZICA","11","SUBA","24","NIZA"
"009223","TTES DE COLOMBIA","11","SUBA","28","EL RINCON"
"009224","NUEVA TIBABUYES","11","SUBA","71","TIBABUYES"
"009225","TIBABUYES UNIVERSAL","11","SUBA","71","TIBABUYES"
"009226","SALITRE SUBA","11","SUBA","27","SUBA"
"009227","LECH WALESA","11","SUBA","28","EL RINCON"
"009228","LOMBARDIA","11","SUBA","28","EL RINCON"
"009229","TOSCANA","11","SUBA","71","TIBABUYES"
"009230","SAN CAYETANO","11","SUBA","28","EL RINCON"
"009231","SUBA CERROS","11","SUBA","27","SUBA"
"009232","SABANA DE TIBABUYES","11","SUBA","71","TIBABUYES"
"009233","TIBABUYES","11","SUBA","27","SUBA"
"009234","SABANA DE TIBABUYES NORTE","11","SUBA","71","TIBABUYES"
"009235","CIUDAD HUNZA","11","SUBA","28","EL RINCON"
"009236","LA CAROLINA DE SUBA","11","SUBA","71","TIBABUYES"
"009237","RINCON DE SUBA","11","SUBA","28","EL RINCON"
"009238","SANTA TERESA DE SUBA","11","SUBA","28","EL RINCON"
"009239","LAS MERCEDES SUBA","11","SUBA","27","SUBA"
"009240","POTRERILLO","11","SUBA","28","EL RINCON"
"009241","BOSQUES DE SAN JORGE","11","SUBA","27","SUBA"
"009242","TUNA BAJA","11","SUBA","27","SUBA"
"009243","LAS MERCEDES I","11","SUBA","27","SUBA"
"009244","VILLA HERMOSA","11","SUBA","27","SUBA"
"009245","PINOS DE LOMBARDIA","11","SUBA","27","SUBA"
"009246","DELMONTE","11","SUBA","23","CASA BLANCA SUBA"
"009247","IRAGUA","11","SUBA","23","CASA BLANCA SUBA"
"009248","TIBABUYES II","11","SUBA","71","TIBABUYES"
"009249","VEREDA SUBA NARANJOS","11","SUBA","24","NIZA"
"009250","TIBABUYES OCCIDENTAL","11","SUBA","71","TIBABUYES"
"009251","SAN CARLOS DE SUBA","11","SUBA","71","TIBABUYES"
"009252","BILBAO","11","SUBA","71","TIBABUYES"
"009253","SAN PEDRO","11","SUBA","71","TIBABUYES"
"009254","LISBOA","11","SUBA","71","TIBABUYES"
"009255","SANTA RITA DE SUBA","11","SUBA","71","TIBABUYES"
"009256","SANTA CECILIA","11","SUBA","71","TIBABUYES"
"009257","TIBABUYES","11","SUBA","71","TIBABUYES"
"009258","CASA BLANCA SUBA I","11","SUBA","23","CASA BLANCA SUBA"
"009259","BERLIN","11","SUBA","71","TIBABUYES"
"009260","ALTOS DE SUBA","11","SUBA","23","CASA BLANCA SUBA"
"009261","TUNA","11","SUBA","71","TIBABUYES"
"009262","LA GAITANA ORIENTAL","11","SUBA","71","TIBABUYES"
"009263","VILLA ALCAZAR","11","SUBA","28","EL RINCON"
"009265","VEREDA SUBA CERROS II","11","SUBA","23","CASA BLANCA SUBA"
"009266","RINCON ALTAMAR","11","SUBA","28","EL RINCON"
"101101","EL BAGAZAL","2","CHAPINERO",,
"101103","INGEMAR ORIENTAL RURAL","2","CHAPINERO",,
"101104","SEMINARIO RURAL","2","CHAPINERO","88","EL REFUGIO"
"101110","PARAMO I RURAL","2","CHAPINERO","88","EL REFUGIO"
"101201","HOYA TEUSACA","3","SANTA FE",,
"101301","HOYA SAN CRISTOBAL","4","SAN CRISTÓBAL",,
"101302","MOLINO RURAL","4","SAN CRISTÓBAL",,
"101306","TIBAQUE","4","SAN CRISTÓBAL",,
"101307","TIHUAQUE RURAL","5","USME",,
"101308","CHIGUAZA RURAL","5","USME",,
"101309","LA ARBOLEDA RURAL","4","SAN CRISTÓBAL",,
"101405","PARQUE NACIONAL ORIENTAL","3","SANTA FE",,
"101502","SIBERIA","2","CHAPINERO",,
"102110","EL PORVENIR DE LOS SOCHES","5","USME",,
"102111","LOS ARRAYANES","5","USME",,
"102112","EL HATO","5","USME",,
"102113","LAS MARGARITAS","5","USME",,
"102114","LOS ANDES","5","USME",,
"102115","LA UNION","5","USME",,
"102116","CHISACA","5","USME",,
"102118","LAS VIOLETAS RURAL","5","USME",,
"102122","LA REQUILINA RURAL","5","USME","61","CIUDAD USME"
"102211","LILIANA","5","USME","52","LA FLORA"
"102309","EL BOSQUE SUR ORIENTAL RURAL I","5","USME",,
"102310","EL BOSQUE SUR ORIENTAL RURAL I","5","USME",,
"102312","CIUDAD LONDRES RURAL","5","USME",,
"102401","LOS ARRAYANES","5","USME","61","CIUDAD USME"
"102405","PEPINITOS","5","USME","61","CIUDAD USME"
"102406","EL BOSQUE CENTRAL","5","USME","61","CIUDAD USME"
"102407","TIBAQUE SUR","5","USME","52","LA FLORA"
"102412","TOCAIMITA SUR","5","USME","61","CIUDAD USME"
"102502","EL UVAL RURAL","5","USME",,
"102506","PORTAL RURAL II","5","USME","61","CIUDAD USME"
"102601","CENTRO USME RURAL","5","USME","61","CIUDAD USME"
"102602","CENTRO USME RURAL I","5","USME","61","CIUDAD USME"
"102603","CENTRO USME RURAL II","5","USME","61","CIUDAD USME"
"102604","LA REQUILINA RURAL II","5","USME","61","CIUDAD USME"
"102707","OLARTE","5","USME",,
"102808","LA REGADERA","5","USME",,
"102909","SAN BENITO","5","USME",,
"102910","ARRAYAN","5","USME",,
"102911","CURUBITAL","5","USME",,
"103101","SANTA ROSA ALTA","20","SUMAPAZ",,
"103102","TAQUECITOS","20","SUMAPAZ",,
"103103","SANTA ROSA BAJA","20","SUMAPAZ",,
"103104","LAS ANIMAS","20","SUMAPAZ",,
"103105","LAS AURAS","20","SUMAPAZ",,
"103106","NAZARETH","20","SUMAPAZ",,
"103107","LAS PALMAS","20","SUMAPAZ",,
"103108","LOS RIOS","20","SUMAPAZ",,
"103109","LAS SOPAS","20","SUMAPAZ",,
"103201","BETANIA","20","SUMAPAZ",,
"103202","EL ISTMO","20","SUMAPAZ",,
"103203","EL TABACO","20","SUMAPAZ",,
"103204","LAGUNA VERDE","20","SUMAPAZ",,
"103205","RAIZAL","20","SUMAPAZ",,
"103206","PENALISA","20","SUMAPAZ",,
"104102","PASQUILLITA","19","CIUDAD BOLÍVAR",,
"104104","PASQUILLA","19","CIUDAD BOLÍVAR",,
"104107","BELLA FLOR SUR RURAL","19","CIUDAD BOLÍVAR",,
"104108","LAS MERCEDES","19","CIUDAD BOLÍVAR",,
"104110","QUIBA BAJO","19","CIUDAD BOLÍVAR",,
"104112","SANTA ROSA","19","CIUDAD BOLÍVAR",,
"104113","SANTA BARBARA","19","CIUDAD BOLÍVAR",,
"104114","QUIBA ALTO","19","CIUDAD BOLÍVAR",,
"104118","CIUDAD BOLIVAR RURAL III","19","CIUDAD BOLÍVAR",,
"104119","CIUDAD BOLIVAR RURAL I","19","CIUDAD BOLÍVAR",,
"104127","EL MOCHUELO IV","19","CIUDAD BOLÍVAR",,
"104128","EL MOCHUELO III","19","CIUDAD BOLÍVAR",,
"104129","EL MOCHUELO II","19","CIUDAD BOLÍVAR",,
"104130","BRAZUELOS OCCIDENTAL RURAL","19","CIUDAD BOLÍVAR","64","MONTE BLANCO"
"104131","MOCHUELO ALTO RURAL","19","CIUDAD BOLÍVAR",,
"105103","SAN PEDRO","9","FONTIBÓN","77","ZONA FRANCA"
"105104","EL TINTAL","9","FONTIBÓN","77","ZONA FRANCA"
"105105","VEREDA EL TINTAL RURAL","8","KENNEDY","78","TINTAL NORTE"
"105203","OSORIO II","8","KENNEDY","78","TINTAL NORTE"
"105210","OSORIO X","7","BOSA","86","EL PORVENIR"
"105223","OSORIO XXIII","7","BOSA","86","EL PORVENIR"
"105314","EL CORZO RURAL","7","BOSA","86","EL PORVENIR"
"105317","SAN BERNARDINO RURAL","7","BOSA","87","TINTAL SUR"
"105318","SAN BERNARDINO XVIII","7","BOSA","87","TINTAL SUR"
"105322","SAN BERNARDINO XXII","7","BOSA","87","TINTAL SUR"
"105325","SAN BERNARDINO XXV","7","BOSA","87","TINTAL SUR"
"105401","EL CHANCO RURAL II","9","FONTIBÓN","77","ZONA FRANCA"
"105402","CHARCO RURAL","9","FONTIBÓN","76","FONTIBON SAN PABLO"
"105403","EL CHANCO RURAL III","9","FONTIBÓN","77","ZONA FRANCA"
"106201","EL PANTANO","10","ENGATIVÁ","74","ENGATIVA"
"106301","ENGATIVA EL DORADO","10","ENGATIVÁ","73","GARCES NAVAS"
"107101","GUAYMARAL","11","SUBA",,
"107102","CASABLANCA SUBA","11","SUBA","2","LA ACADEMIA"
"107106","TUNA RURAL","11","SUBA",,
"107107","LAS MERCEDES SUBA RURAL","11","SUBA",,
"107109","BARAJAS NORTE","11","SUBA",,
"107110","CASABLANCA SUBA I","11","SUBA","2","LA ACADEMIA"
"107111","CASABLANCA SUBA II","11","SUBA",,
"107112","LA LOMITA","11","SUBA",,
"108101","TORCA RURAL I","1","USAQUÉN",,
"108102","TIBABITA RURAL","1","USAQUÉN","1","PASEO DE LOS LIBERTADORES"
"108103","BARRANCAS ORIENTAL","1","USAQUÉN","11","SAN CRISTOBAL NORTE"
"108104","PARAMO","1","USAQUÉN",,
"108108","PARAMO II","2","CHAPINERO",,
"108109","PARAMO I","2","CHAPINERO",,
"108110","TORCA RURAL II","1","USAQUÉN",,
"108111","TIBABITA RURAL I","1","USAQUÉN",,
"108112","PARAMO II RURAL","1","USAQUÉN",,
"108113","BOSQUE DE PINOS III RURAL","1","USAQUÉN",,
"108114","PARAMO III RURAL","1","USAQUÉN",,
"109101","EL TOLDO","20","SUMAPAZ",,
"109102","SAN ANTONIO","20","SUMAPAZ",,
"109103","LAS VEGAS","20","SUMAPAZ",,
"109104","SAN JUAN","20","SUMAPAZ",,
"109105","SANTO DOMINGO","20","SUMAPAZ",,
"109106","LA UNION","20","SUMAPAZ",,
"109107","CHORRERAS","20","SUMAPAZ",,
"109109","TUNAL ALTO","20","SUMAPAZ",,
"109110","CONCEPCION","20","SUMAPAZ",,
"109111","SAN JOSE","20","SUMAPAZ",,
"109112","CAPITOLIO","20","SUMAPAZ",,
"109113","LAGUNITAS","20","SUMAPAZ",,
"109114","TUNAL BAJO","20","SUMAPAZ",,
"109116","NUEVA GRANADA","20","SUMAPAZ",,
"201103","INGEMAR ORIENTAL I","2","CHAPINERO","90","PARDO RUBIO"
"201104","MARIA CRISTINA RURAL","2","CHAPINERO","90","PARDO RUBIO"
"201105","EL REFUGIO I","2","CHAPINERO",,
"201106","LOS ROSALES I","2","CHAPINERO","88","EL REFUGIO"
"201107","LOS ROSALES II","2","CHAPINERO","88","EL REFUGIO"
"201108","EL REFUGIO II","2","CHAPINERO",,
"201302","EL TRIANGULO","4","SAN CRISTÓBAL",,
"201304","AGUAS CLARAS","4","SAN CRISTÓBAL",,
"201305","LOS LAURELES I","4","SAN CRISTÓBAL",,
"201306","TIBAQUE I","4","SAN CRISTÓBAL",,
"201308","CIUDAD LONDRES I","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"201309","TIBAQUE II","5","USME",,
"201310","MOLINOS DE ORIENTE RURAL","4","SAN CRISTÓBAL","32","SAN BLAS"
"201311","TIBAQUE RURAL","4","SAN CRISTÓBAL","32","SAN BLAS"
"201312","SAN PEDRO SUR RURAL","5","USME","52","LA FLORA"
"201313","TIHUAQUE RURAL","5","USME","52","LA FLORA"
"201314","CIUDAD LONDRES","5","USME","52","LA FLORA"
"201315","JUAN REY SUR RURAL","5","USME","52","LA FLORA"
"201316","SAN RAFAEL USME RURAL","4","SAN CRISTÓBAL","51","LOS LIBERTADORES"
"201350","MONTE CARLO RURAL","4","SAN CRISTÓBAL","32","SAN BLAS"
"201402","EL ROCIO RURAL","3","SANTA FE","96","LOURDES"
"201403","BOSQUE IZQUIERDO RURAL","3","SANTA FE","92","LA MACARENA"
"201404","LA PE?A RURAL","3","SANTA FE",,
"201405","PARQUE NACIONAL RURAL","3","SANTA FE","91","SAGRADO CORAZON"
"201406","PARQUE NACIONAL RURAL II","3","SANTA FE","91","SAGRADO CORAZON"
"201407","LA PERSEVERANCIA I","3","SANTA FE","92","LA MACARENA"
"201502","SIBERIA RURAL","2","CHAPINERO",,
"201503","SIBERIA RURAL II","2","CHAPINERO",,
"201504","EL PARAISO RURAL II","2","CHAPINERO","90","PARDO RUBIO"
"201505","EL PARAISO RURAL","2","CHAPINERO","90","PARDO RUBIO"
"201506","SIBERIA CENTRAL RURAL","2","CHAPINERO","90","PARDO RUBIO"
"201507","INGEMAR RURAL","2","CHAPINERO","90","PARDO RUBIO"
"201509","PARDO RUBIO RURAL","2","CHAPINERO","90","PARDO RUBIO"
"202101","LAS VIOLETAS RURAL","5","USME","52","LA FLORA"
"202203","BOLONIA I","5","USME","61","CIUDAD USME"
"202204","LA ESPERANZA SUR I","5","USME","61","CIUDAD USME"
"202301","EL BOSQUE SUR ORIENTAL RURAL","5","USME","61","CIUDAD USME"
"202404","SAN FELIPE DE USME RURAL","5","USME","57","GRAN YOMASA"
"202410","TOCAIMITA ORIENTAL","5","USME","61","CIUDAD USME"
"202502","EL UVAL","5","USME","61","CIUDAD USME"
"202506","EL NUEVO PORTAL II RURAL","5","USME","61","CIUDAD USME"
"202511","PUERTA AL LLANO RURAL","5","USME","59","ALFONSO LOPEZ"
"202601","CENTRO USME","5","USME","61","CIUDAD USME"
"204104","PASQUILLA URBANA","19","CIUDAD BOLÍVAR",,
"204106","NUEVA ESPERANZA","19","CIUDAD BOLÍVAR",,
"204107","EL MIRADOR II","19","CIUDAD BOLÍVAR",,
"204128","QUIBA RURAL","19","CIUDAD BOLÍVAR",,
"204129","EL MOCHUELO II NORTE","19","CIUDAD BOLÍVAR",,
"204131","MOCHUELO ALTO URBANO","19","CIUDAD BOLÍVAR",,
"204304","LAGUNITAS","19","CIUDAD BOLÍVAR",,
"205101","VEREDA EL TINTAL URBANO","8","KENNEDY","78","TINTAL NORTE"
"205102","VEREDA EL TINTAL","9","FONTIBÓN","112","GRANJAS DE TECHO"
"205209","EL JAZMIN","8","KENNEDY","82","PATIO BONITO"
"205221","GALAN RURAL","8","KENNEDY","82","PATIO BONITO"
"205225","LAS ACACIAS RURAL","8","KENNEDY","82","PATIO BONITO"
"205308","CANAVERALEJO RURAL","7","BOSA","86","EL PORVENIR"
"205316","VILLA EMMA","7","BOSA","87","TINTAL SUR"
"205318","SAN BERNARDINO XVIII","7","BOSA","87","TINTAL SUR"
"205319","SAN BERNARDINO XIX","7","BOSA","87","TINTAL SUR"
"205320","EL REMANSO","7","BOSA","87","TINTAL SUR"
"205401","EL CHANCO II","9","FONTIBÓN","77","ZONA FRANCA"
"205402","EL CHARCO","9","FONTIBÓN","76","FONTIBON SAN PABLO"
"207801","SANTA CECILIA","11","SUBA","71","TIBABUYES"
"208101","PARAMO IV","2","CHAPINERO",,
"208104","PARAMO URBANO","2","CHAPINERO",,
"208106","SANTA CECILIA NORTE RURAL","1","USAQUÉN","11","SAN CRISTOBAL NORTE"
"208107","LA ESPERANZA","2","CHAPINERO",,
"208108","SAN ISIDRO RURAL","2","CHAPINERO",,
"208110","SAN LUIS ALTOS DEL CABO","2","CHAPINERO","89","SAN ISIDRO - PATIOS"
"208111","SAN ISIDRO","2","CHAPINERO","89","SAN ISIDRO - PATIOS"
"208112","SAN GABRIEL NORTE I","1","USAQUÉN","14","USAQUEN"
"208113","PARAMO URBANO III","2","CHAPINERO","89","SAN ISIDRO - PATIOS"
"208114","TIBABITA I","1","USAQUÉN","9","VERBENAL"
"208115","TORCA II","1","USAQUÉN","1","PASEO DE LOS LIBERTADORES"
"208116","BOSQUE DE PINOS RURAL","1","USAQUÉN","11","SAN CRISTOBAL NORTE"
"208117","LA CITA RURAL","1","USAQUÉN","11","SAN CRISTOBAL NORTE"
"208118","LA ESTRELLITA I RURAL","1","USAQUÉN","9","VERBENAL"
"208119","BUENAVISTA RURAL","1","USAQUÉN","9","VERBENAL"
"208120","SANTA ANA RURAL","1","USAQUÉN","14","USAQUEN"
"208121","HORIZONTES NORTE RURAL","1","USAQUÉN","9","VERBENAL"
"208122","HORIZONTES NORTE RURAL II","1","USAQUÉN","9","VERBENAL"
"208123","PARAMO URBANO I","1","USAQUÉN","14","USAQUEN"
"208124","MIRADOR DEL NORTE II","1","USAQUÉN","9","VERBENAL"
"208203","LA ESTRELLITA","1","USAQUÉN",,
"209104","SAN JUAN URBANO","20","SUMAPAZ",,
